Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"13091"	""	620125850	727497266	682425812	664700940
"13092"	""	620130251	727502409	682437100	664707075
"13093"	""	620134652	727507552	682448386	664713208
"13094"	""	620139050	727512694	682459668	664719340
"13095"	""	620143448	727517836	682470949	664725468
"13096"	""	620147846	727522976	682482227	664731594
"13097"	""	620152240	727528111	682493505	664737720
"13098"	""	620156634	727533239	682504781	664743845
"13099"	""	620161028	727538367	682516056	664749969
"13100"	""	620165421	727543494	682527329	664756093
"13101"	""	620169813	727548621	682538601	664762215
"13102"	""	620174204	727553745	682549872	664768336
"13103"	""	620178593	727558868	682561139	664774456
"13104"	""	620182982	727563989	682572403	664780575
"13105"	""	620187371	727569108	682583665	664786694
"13106"	""	620191757	727574227	682594925	664792808
"13107"	""	620196142	727579346	682606185	664798921
"13108"	""	620200526	727584464	682617439	664805033
"13109"	""	620204908	727589582	682628692	664811144
"13110"	""	620209290	727594699	682639941	664817254
"13111"	""	620213672	727599815	682651189	664823364
"13112"	""	620218053	727604931	682662437	664829472
"13113"	""	620222433	727610042	682673684	664835577
"13114"	""	620226812	727615152	682684929	664841677
"13115"	""	620231191	727620262	682696170	664847774
"13116"	""	620235566	727625371	682707408	664853866
"13117"	""	620239936	727630478	682718645	664859957
"13118"	""	620244304	727635583	682729882	664866045
"13119"	""	620248671	727640688	682741117	664872127
"13120"	""	620253037	727645792	682752351	664878208
"13121"	""	620257403	727650894	682763580	664884289
"13122"	""	620261769	727655995	682774807	664890370
"13123"	""	620266130	727661095	682786032	664896448
"13124"	""	620270488	727666194	682797257	664902525
"13125"	""	620274844	727671292	682808477	664908601
"13126"	""	620279199	727676377	682819694	664914677
"13127"	""	620283550	727681460	682830911	664920752
"13128"	""	620287900	727686543	682842127	664926825
"13129"	""	620292247	727691623	682853339	664932897
"13130"	""	620296593	727696703	682864549	664938968
"13131"	""	620300939	727701783	682875755	664945037
"13132"	""	620305283	727706862	682886961	664951106
"13133"	""	620309625	727711940	682898166	664957174
"13134"	""	620313964	727717018	682909370	664963242
"13135"	""	620318302	727722095	682920574	664969309
"13136"	""	620322638	727727172	682931775	664975376
"13137"	""	620326974	727732248	682942975	664981440
"13138"	""	620331310	727737321	682954171	664987503
"13139"	""	620335645	727742393	682965363	664993564
"13140"	""	620339980	727747463	682976555	664999624
"13141"	""	620344314	727752532	682987744	665005680
"13142"	""	620348644	727757600	682998933	665011734
"13143"	""	620352974	727762667	683010122	665017787
"13144"	""	620357300	727767733	683021305	665023840
"13145"	""	620361625	727772799	683032488	665029890
"13146"	""	620365948	727777863	683043670	665035938
"13147"	""	620370271	727782926	683054851	665041980
"13148"	""	620374594	727787988	683066031	665048021
"13149"	""	620378916	727793047	683077210	665054061
"13150"	""	620383237	727798105	683088387	665060101
"13151"	""	620387556	727803163	683099562	665066138
"13152"	""	620391875	727808217	683110735	665072174
"13153"	""	620396192	727813271	683121907	665078210
"13154"	""	620400506	727818322	683133077	665084245
"13155"	""	620404820	727823370	683144247	665090279
"13156"	""	620409133	727828418	683155414	665096312
"13157"	""	620413445	727833465	683166580	665102344
"13158"	""	620417755	727838512	683177744	665108375
"13159"	""	620422060	727843557	683188908	665114404
"13160"	""	620426365	727848593	683200072	665120433
"13161"	""	620430667	727853628	683211233	665126462
"13162"	""	620434966	727858662	683222393	665132490
"13163"	""	620439263	727863695	683233551	665138509
"13164"	""	620443559	727868727	683244707	665144525
"13165"	""	620447855	727873758	683255862	665150535
"13166"	""	620452150	727878787	683267015	665156543
"13167"	""	620456444	727883814	683278167	665162549
"13168"	""	620460737	727888840	683289318	665168554
"13169"	""	620465028	727893864	683300466	665174558
"13170"	""	620469319	727898888	683311613	665180562
"13171"	""	620473609	727903911	683322757	665186564
"13172"	""	620477899	727908934	683333899	665192565
"13173"	""	620482189	727913956	683345041	665198564
"13174"	""	620486479	727918974	683356182	665204558
"13175"	""	620490767	727923992	683367322	665210548
"13176"	""	620495054	727929010	683378457	665216538
"13177"	""	620499337	727934028	683389589	665222524
"13178"	""	620503619	727939043	683400721	665228509
"13179"	""	620507899	727944057	683411852	665234491
"13180"	""	620512175	727949071	683422981	665240473
"13181"	""	620516448	727954082	683434109	665246455
"13182"	""	620520720	727959090	683445237	665252436
"13183"	""	620524991	727964098	683456364	665258416
"13184"	""	620529261	727969105	683467490	665264395
"13185"	""	620533529	727974110	683478612	665270374
"13186"	""	620537796	727979115	683489731	665276352
"13187"	""	620542062	727984117	683500850	665282328
"13188"	""	620546327	727989118	683511967	665288303
"13189"	""	620550592	727994119	683523082	665294278
"13190"	""	620554855	727999118	683534193	665300252
"13191"	""	620559115	728004116	683545304	665306224
"13192"	""	620563373	728009109	683556411	665312196
"13193"	""	620567629	728014101	683567515	665318166
"13194"	""	620571883	728019092	683578618	665324133
"13195"	""	620576135	728024080	683589717	665330099
"13196"	""	620580387	728029067	683600810	665336063
"13197"	""	620584636	728034053	683611902	665342025
"13198"	""	620588885	728039039	683622993	665347983
"13199"	""	620593130	728044020	683634081	665353940
"13200"	""	620597375	728048999	683645166	665359896
"13201"	""	620601620	728053975	683656249	665365850
"13202"	""	620605864	728058946	683667330	665371802
"13203"	""	620610108	728063914	683678409	665377754
"13204"	""	620614350	728068879	683689485	665383706
"13205"	""	620618591	728073841	683700560	665389658
"13206"	""	620622832	728078801	683711634	665395610
"13207"	""	620627072	728083758	683722703	665401561
"13208"	""	620631310	728088715	683733772	665407507
"13209"	""	620635546	728093669	683744840	665413453
"13210"	""	620639781	728098623	683755906	665419395
"13211"	""	620644016	728103576	683766972	665425337
"13212"	""	620648250	728108529	683778037	665431278
"13213"	""	620652484	728113481	683789098	665437219
"13214"	""	620656717	728118433	683800159	665443160
"13215"	""	620660950	728123385	683811217	665449100
"13216"	""	620665179	728128333	683822273	665455036
"13217"	""	620669406	728133279	683833328	665460968
"13218"	""	620673633	728138221	683844383	665466898
"13219"	""	620677857	728143161	683855436	665472828
"13220"	""	620682080	728148100	683866486	665478753
"13221"	""	620686301	728153038	683877536	665484676
"13222"	""	620690522	728157976	683888584	665490599
"13223"	""	620694736	728162912	683899631	665496515
"13224"	""	620698950	728167847	683910674	665502429
"13225"	""	620703164	728172780	683921714	665508341
"13226"	""	620707377	728177712	683932754	665514253
"13227"	""	620711589	728182643	683943792	665520164
"13228"	""	620715801	728187573	683954829	665526074
"13229"	""	620720012	728192501	683965864	665531984
"13230"	""	620724223	728197427	683976898	665537894
"13231"	""	620728430	728202350	683987930	665543801
"13232"	""	620732636	728207271	683998960	665549707
"13233"	""	620736836	728212189	684009985	665555612
"13234"	""	620741034	728217107	684021009	665561516
"13235"	""	620745230	728222022	684032033	665567418
"13236"	""	620749424	728226934	684043056	665573318
"13237"	""	620753617	728231845	684054079	665579212
"13238"	""	620757806	728236755	684065100	665585099
"13239"	""	620761994	728241660	684076120	665590985
"13240"	""	620766181	728246562	684087136	665596870
"13241"	""	620770366	728251462	684098149	665602750
"13242"	""	620774550	728256361	684109159	665608628
"13243"	""	620778734	728261257	684120168	665614505
"13244"	""	620782911	728266152	684131176	665620382
"13245"	""	620787086	728271045	684142183	665626259
"13246"	""	620791256	728275933	684153188	665632135
"13247"	""	620795426	728280816	684164191	665638010
"13248"	""	620799595	728285699	684175194	665643885
"13249"	""	620803762	728290572	684186190	665649760
"13250"	""	620807929	728295443	684197186	665655633
"13251"	""	620812095	728300310	684208182	665661506
"13252"	""	620816260	728305172	684219174	665667379
"13253"	""	620820424	728310034	684230155	665673248
"13254"	""	620824586	728314894	684241135	665679117
"13255"	""	620828746	728319754	684252115	665684985
"13256"	""	620832906	728324613	684263094	665690846
"13257"	""	620837066	728329458	684274073	665696705
"13258"	""	620841225	728334301	684285049	665702563
"13259"	""	620845382	728339140	684296023	665708421
"13260"	""	620849539	728343979	684306993	665714276
"13261"	""	620853696	728348816	684317961	665720130
"13262"	""	620857853	728353652	684328929	665725983
"13263"	""	620862008	728358484	684339895	665731835
"13264"	""	620866163	728363315	684350861	665737687
"13265"	""	620870315	728368142	684361826	665743538
"13266"	""	620874466	728372969	684372790	665749388
"13267"	""	620878617	728377794	684383754	665755238
"13268"	""	620882764	728382619	684394714	665761087
"13269"	""	620886910	728387443	684405673	665766935
"13270"	""	620891055	728392266	684416630	665772783
"13271"	""	620895199	728397088	684427586	665778630
"13272"	""	620899343	728401909	684438541	665784472
"13273"	""	620903486	728406729	684449493	665790312
"13274"	""	620907629	728411547	684460444	665796151
"13275"	""	620911771	728416365	684471392	665801986
"13276"	""	620915912	728421181	684482339	665807820
"13277"	""	620920050	728425996	684493286	665813652
"13278"	""	620924184	728430811	684504231	665819484
"13279"	""	620928317	728435626	684515174	665825316
"13280"	""	620932449	728440439	684526116	665831147
"13281"	""	620936580	728445251	684537056	665836977
"13282"	""	620940708	728450062	684547992	665842805
"13283"	""	620944835	728454872	684558927	665848632
"13284"	""	620948960	728459681	684569858	665854456
"13285"	""	620953079	728464489	684580789	665860274
"13286"	""	620957197	728469297	684591719	665866091
"13287"	""	620961315	728474102	684602649	665871907
"13288"	""	620965432	728478900	684613578	665877720
"13289"	""	620969549	728483689	684624504	665883530
"13290"	""	620973664	728488477	684635426	665889339
"13291"	""	620977777	728493263	684646347	665895147
"13292"	""	620981890	728498047	684657267	665900955
"13293"	""	620986003	728502830	684668185	665906761
"13294"	""	620990116	728507605	684679099	665912567
"13295"	""	620994227	728512378	684690013	665918373
"13296"	""	620998337	728517150	684700927	665924176
"13297"	""	621002446	728521919	684711837	665929979
"13298"	""	621006555	728526687	684722741	665935781
"13299"	""	621010664	728531453	684733645	665941582
"13300"	""	621014770	728536212	684744547	665947383
"13301"	""	621018876	728540971	684755448	665953183
"13302"	""	621022980	728545730	684766345	665958981
"13303"	""	621027083	728550486	684777241	665964778
"13304"	""	621031186	728555242	684788137	665970575
"13305"	""	621035288	728559998	684799032	665976370
"13306"	""	621039388	728564749	684809925	665982164
"13307"	""	621043486	728569500	684820818	665987957
"13308"	""	621047580	728574250	684831711	665993749
"13309"	""	621051674	728579000	684842603	665999540
"13310"	""	621055768	728583748	684853490	666005330
"13311"	""	621059861	728588496	684864376	666011118
"13312"	""	621063952	728593243	684875261	666016906
"13313"	""	621068043	728597985	684886142	666022692
"13314"	""	621072134	728602727	684897022	666028477
"13315"	""	621076224	728607467	684907901	666034261
"13316"	""	621080311	728612206	684918778	666040043
"13317"	""	621084397	728616943	684929655	666045825
"13318"	""	621088482	728621678	684940531	666051604
"13319"	""	621092567	728626409	684951407	666057381
"13320"	""	621096651	728631137	684962280	666063156
"13321"	""	621100734	728635865	684973152	666068931
"13322"	""	621104815	728640590	684984023	666074705
"13323"	""	621108894	728645312	684994892	666080477
"13324"	""	621112971	728650034	685005759	666086248
"13325"	""	621117047	728654753	685016624	666092016
"13326"	""	621121123	728659471	685027489	666097784
"13327"	""	621125198	728664186	685038353	666103547
"13328"	""	621129272	728668900	685049216	666109310
"13329"	""	621133346	728673613	685060079	666115068
"13330"	""	621137419	728678325	685070942	666120825
"13331"	""	621141491	728683035	685081804	666126582
"13332"	""	621145562	728687745	685092665	666132338
"13333"	""	621149633	728692454	685103526	666138093
"13334"	""	621153703	728697156	685114384	666143847
"13335"	""	621157773	728701856	685125242	666149600
"13336"	""	621161843	728706556	685136099	666155352
"13337"	""	621165910	728711256	685146955	666161103
"13338"	""	621169974	728715956	685157810	666166854
"13339"	""	621174038	728720654	685168665	666172605
"13340"	""	621178101	728725351	685179518	666178352
"13341"	""	621182161	728730048	685190370	666184096
"13342"	""	621186220	728734744	685201221	666189839
"13343"	""	621190278	728739439	685212072	666195581
"13344"	""	621194336	728744132	685222921	666201321
"13345"	""	621198391	728748823	685233769	666207061
"13346"	""	621202444	728753508	685244612	666212795
"13347"	""	621206493	728758188	685255455	666218528
"13348"	""	621210541	728762867	685266297	666224259
"13349"	""	621214589	728767545	685277138	666229989
"13350"	""	621218633	728772221	685287978	666235718
"13351"	""	621222677	728776896	685298814	666241447
"13352"	""	621226720	728781570	685309650	666247175
"13353"	""	621230760	728786243	685320486	666252901
"13354"	""	621234800	728790911	685331318	666258625
"13355"	""	621238840	728795577	685342149	666264346
"13356"	""	621242879	728800243	685352980	666270067
"13357"	""	621246916	728804904	685363809	666275787
"13358"	""	621250953	728809559	685374633	666281505
"13359"	""	621254990	728814206	685385455	666287221
"13360"	""	621259027	728818850	685396275	666292935
"13361"	""	621263063	728823493	685407093	666298648
"13362"	""	621267097	728828133	685417911	666304359
"13363"	""	621271131	728832768	685428729	666310070
"13364"	""	621275164	728837403	685439540	666315776
"13365"	""	621279197	728842036	685450350	666321481
"13366"	""	621283229	728846667	685461158	666327186
"13367"	""	621287258	728851298	685471966	666332886
"13368"	""	621291285	728855926	685482770	666338582
"13369"	""	621295310	728860552	685493570	666344275
"13370"	""	621299334	728865175	685504368	666349968
"13371"	""	621303357	728869797	685515165	666355658
"13372"	""	621307370	728874417	685525961	666361347
"13373"	""	621311383	728879033	685536754	666367032
"13374"	""	621315395	728883645	685547544	666372713
"13375"	""	621319407	728888257	685558331	666378393
"13376"	""	621323418	728892868	685569116	666384073
"13377"	""	621327429	728897475	685579896	666389753
"13378"	""	621331436	728902077	685590675	666395429
"13379"	""	621335442	728906676	685601453	666401103
"13380"	""	621339447	728911275	685612230	666406776
"13381"	""	621343450	728915869	685623005	666412449
"13382"	""	621347449	728920463	685633780	666418121
"13383"	""	621351447	728925057	685644551	666423792
"13384"	""	621355445	728929647	685655320	666429461
"13385"	""	621359442	728934235	685666089	666435127
"13386"	""	621363438	728938823	685676857	666440792
"13387"	""	621367434	728943410	685687624	666446456
"13388"	""	621371427	728947994	685698391	666452120
"13389"	""	621375420	728952577	685709155	666457782
"13390"	""	621379413	728957157	685719915	666463443
"13391"	""	621383406	728961735	685730675	666469103
"13392"	""	621387398	728966311	685741432	666474761
"13393"	""	621391389	728970885	685752189	666480419
"13394"	""	621395379	728975455	685762942	666486075
"13395"	""	621399366	728980023	685773695	666491730
"13396"	""	621403353	728984590	685784447	666497381
"13397"	""	621407339	728989152	685795198	666503030
"13398"	""	621411324	728993714	685805945	666508675
"13399"	""	621415306	728998276	685816686	666514312
"13400"	""	621419287	729002832	685827426	666519949
"13401"	""	621423267	729007388	685838162	666525584
"13402"	""	621427246	729011937	685848897	666531218
"13403"	""	621431225	729016486	685859631	666536852
"13404"	""	621435203	729021034	685870364	666542484
"13405"	""	621439179	729025581	685881096	666548114
"13406"	""	621443151	729030126	685891828	666553743
"13407"	""	621447121	729034669	685902559	666559372
"13408"	""	621451089	729039211	685913290	666564999
"13409"	""	621455056	729043745	685924020	666570626
"13410"	""	621459022	729048279	685934749	666576252
"13411"	""	621462988	729052811	685945474	666581877
"13412"	""	621466947	729057339	685956199	666587500
"13413"	""	621470906	729061867	685966921	666593122
