Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"4849"	""	483153854	554465805	733086261	476510514	627824463	245871372	505356703	683574077
"4850"	""	483192374	554513718	733103942	476557283	627867608	245902403	505400433	683592257
"4851"	""	483230893	554561627	733121607	476604045	627910725	245933433	505444153	683610419
"4852"	""	483269409	554609521	733139228	476650806	627953837	245964460	505487872	683628579
"4853"	""	483307915	554657414	733156847	476697555	627996927	245995483	505531554	683646728
"4854"	""	483346413	554705286	733174413	476744295	628040006	246026506	505575209	683664875
"4855"	""	483384893	554753143	733191959	476791022	628083064	246057528	505618852	683683018
"4856"	""	483423372	554800991	733209490	476837742	628126120	246088549	505662491	683701153
"4857"	""	483461850	554848827	733227012	476884452	628169165	246119568	505706129	683719265
"4858"	""	483500320	554896651	733244527	476931152	628212207	246150582	505749759	683737375
"4859"	""	483538787	554944473	733262026	476977837	628255242	246181593	505793383	683755458
"4860"	""	483577253	554992290	733279520	477024521	628298275	246212600	505836994	683773535
"4861"	""	483615715	555040088	733297012	477071205	628341296	246243605	505880592	683791607
"4862"	""	483654172	555087883	733314499	477117886	628384315	246274607	505924188	683809675
"4863"	""	483692598	555135663	733331952	477164513	628427331	246305600	505967775	683827740
"4864"	""	483731019	555183422	733349382	477211137	628470328	246336589	506011338	683845787
"4865"	""	483769439	555231176	733366811	477257760	628513322	246367573	506054889	683863831
"4866"	""	483807856	555278924	733384235	477304380	628556293	246398552	506098433	683881872
"4867"	""	483846268	555326671	733401656	477350997	628599257	246429530	506141930	683899912
"4868"	""	483884659	555374407	733419076	477397603	628642212	246460507	506185423	683917942
"4869"	""	483923037	555422142	733436496	477444207	628685153	246491484	506228909	683935960
"4870"	""	483961402	555469876	733453914	477490798	628728089	246522457	506272392	683953977
"4871"	""	483999721	555517601	733471320	477537389	628771019	246553424	506315861	683971991
"4872"	""	484038038	555565312	733488718	477583947	628813932	246584390	506359326	683990004
"4873"	""	484076351	555613013	733506116	477630503	628856836	246615355	506402787	684008015
"4874"	""	484114631	555660713	733523502	477677050	628899734	246646318	506446237	684026016
"4875"	""	484152902	555708410	733540877	477723596	628942627	246677281	506489669	684043999
"4876"	""	484191169	555756095	733558251	477770141	628985473	246708239	506533087	684061980
"4877"	""	484229426	555803764	733575625	477816685	629028295	246739191	506576503	684079945
"4878"	""	484267682	555851422	733592979	477863226	629071115	246770143	506619919	684097895
"4879"	""	484305935	555899075	733610320	477909762	629113930	246801089	506663331	684115839
"4880"	""	484344183	555946724	733627640	477956294	629156730	246832030	506706742	684133777
"4881"	""	484382430	555994354	733644959	478002825	629199505	246862966	506750148	684151703
"4882"	""	484420663	556041970	733662259	478049355	629242269	246893901	506793552	684169622
"4883"	""	484458896	556089576	733679558	478095835	629285022	246924833	506836934	684187540
"4884"	""	484497119	556137165	733696837	478142306	629327770	246955765	506880305	684205414
"4885"	""	484535340	556184726	733714080	478188764	629370511	246986696	506923663	684223286
"4886"	""	484573558	556232278	733731279	478235212	629413251	247017626	506967011	684241154
"4887"	""	484611772	556279814	733748478	478281659	629455982	247048556	507010340	684259008
"4888"	""	484649985	556327333	733765658	478328087	629498665	247079485	507053666	684276851
"4889"	""	484688193	556374845	733782831	478374508	629541348	247110413	507096990	684294688
"4890"	""	484726389	556422352	733799982	478420896	629584015	247141336	507140296	684312468
"4891"	""	484764573	556469855	733817103	478467276	629626672	247172252	507183602	684330237
"4892"	""	484802744	556517357	733834219	478513649	629669328	247203168	507226882	684347997
"4893"	""	484840909	556564853	733851333	478560015	629711969	247234075	507270152	684365756
"4894"	""	484879061	556612325	733868433	478606380	629754593	247264975	507313422	684383495
"4895"	""	484917200	556659782	733885504	478652737	629797196	247295875	507356690	684401224
"4896"	""	484955336	556707235	733902558	478699037	629839794	247326775	507399953	684418951
"4897"	""	484993470	556754670	733919605	478745336	629882388	247357672	507443212	684436677
"4898"	""	485031568	556802100	733936647	478791633	629924977	247388566	507486467	684454397
"4899"	""	485069657	556849524	733953689	478837928	629967565	247419460	507529718	684472110
"4900"	""	485107745	556896933	733970731	478884223	630010145	247450349	507572954	684489818
"4901"	""	485145828	556944330	733987761	478930479	630052697	247481237	507616187	684507515
"4902"	""	485183896	556991723	734004745	478976735	630095200	247512124	507659407	684525208
"4903"	""	485221963	557039114	734021720	479022978	630137699	247543010	507702620	684542887
"4904"	""	485260012	557086487	734038633	479069221	630180196	247573890	507745828	684560540
"4905"	""	485298057	557133846	734055539	479115464	630222676	247604769	507789023	684578180
"4906"	""	485336086	557181196	734072430	479161696	630265149	247635643	507832208	684595811
"4907"	""	485374114	557228544	734089310	479207927	630307615	247666513	507875390	684613409
"4908"	""	485412141	557275882	734106173	479254157	630350073	247697382	507918558	684630997
"4909"	""	485450159	557323200	734123033	479300385	630392522	247728251	507961720	684648539
"4910"	""	485488142	557370515	734139885	479346601	630434929	247759114	508004882	684666069
"4911"	""	485526118	557417818	734156736	479392807	630477302	247789976	508048040	684683597
"4912"	""	485564062	557465118	734173583	479439011	630519656	247820827	508091196	684701081
"4913"	""	485602004	557512387	734190418	479485207	630561999	247851677	508134349	684718565
"4914"	""	485639927	557559651	734207249	479531391	630604341	247882526	508177485	684736046
"4915"	""	485677848	557606914	734224066	479577556	630646683	247913374	508220616	684753524
"4916"	""	485715762	557654168	734240869	479623707	630689024	247944222	508263733	684771001
"4917"	""	485753674	557701415	734257665	479669856	630731358	247975069	508306845	684788477
"4918"	""	485791582	557748646	734274446	479715993	630773685	248005913	508349956	684805939
"4919"	""	485829487	557795871	734291214	479762122	630816003	248036755	508393041	684823400
"4920"	""	485867378	557843077	734307970	479808246	630858308	248067592	508436124	684840860
"4921"	""	485905265	557890275	734324714	479854370	630900603	248098426	508479204	684858312
"4922"	""	485943151	557937467	734341455	479900493	630942884	248129250	508522283	684875763
"4923"	""	485981029	557984625	734358195	479946610	630985100	248160061	508565358	684893204
"4924"	""	486018904	558031781	734374923	479992724	631027303	248190866	508608420	684910630
"4925"	""	486056778	558078925	734391643	480038835	631069504	248221669	508651476	684928053
"4926"	""	486094644	558126059	734408336	480084924	631111696	248252467	508694519	684945460
"4927"	""	486132505	558173188	734425022	480131006	631153871	248283261	508737545	684962846
"4928"	""	486170360	558220265	734441705	480177086	631196037	248314050	508780568	684980204
"4929"	""	486208198	558267306	734458382	480223159	631238156	248344835	508823583	684997552
"4930"	""	486246028	558314346	734475058	480269229	631280260	248375618	508866592	685014889
"4931"	""	486283854	558361379	734491726	480315287	631322345	248406399	508909598	685032216
"4932"	""	486321675	558408406	734508391	480361344	631364416	248437178	508952596	685049532
"4933"	""	486359493	558455408	734525050	480407393	631406475	248467947	508995593	685066845
"4934"	""	486397297	558502407	734541693	480453438	631448513	248498711	509038589	685084145
"4935"	""	486435096	558549405	734558336	480499479	631490550	248529473	509081543	685101441
"4936"	""	486472893	558596389	734574966	480545505	631532518	248560234	509124495	685118724
"4937"	""	486510686	558643359	734591577	480591523	631574482	248590994	509167438	685136005
"4938"	""	486548474	558690318	734608185	480637541	631616412	248621753	509210374	685153284
"4939"	""	486586260	558737270	734624789	480683558	631658329	248652506	509253295	685170558
"4940"	""	486624036	558784219	734641340	480729538	631700240	248683256	509296175	685187830
"4941"	""	486661800	558831162	734657859	480775507	631742147	248714004	509339053	685205099
"4942"	""	486699562	558878070	734674372	480821475	631784034	248744751	509381928	685222349
"4943"	""	486737317	558924971	734690873	480867430	631825881	248775496	509424795	685239591
"4944"	""	486775042	558971844	734707368	480913384	631867721	248806241	509467641	685256825
"4945"	""	486812760	559018717	734723851	480959336	631909560	248836979	509510468	685274046
"4946"	""	486850478	559065576	734740331	481005271	631951356	248867717	509553275	685291253
"4947"	""	486888193	559112400	734756809	481051198	631993140	248898452	509596061	685308451
"4948"	""	486925897	559159223	734773282	481097124	632034920	248929185	509638842	685325647
"4949"	""	486963594	559206046	734789749	481143031	632076697	248959915	509681619	685342837
"4950"	""	487001289	559252865	734806213	481188937	632118452	248990644	509724393	685360009
"4951"	""	487038978	559299675	734822668	481234839	632160192	249021369	509767167	685377134
"4952"	""	487076642	559346484	734839119	481280733	632201924	249052089	509809912	685394258
"4953"	""	487114302	559393264	734855567	481326613	632243650	249082809	509852650	685411381
"4954"	""	487151961	559440043	734872011	481372492	632285358	249113522	509895383	685428502
"4955"	""	487189617	559486818	734888445	481418356	632327065	249144234	509938092	685445618
"4956"	""	487227270	559533569	734904879	481464171	632368768	249174939	509980768	685462709
"4957"	""	487264915	559580319	734921297	481509969	632410458	249205641	510023442	685479799
"4958"	""	487302556	559627069	734937709	481555762	632452144	249236338	510066078	685496866
"4959"	""	487340193	559673814	734954119	481601555	632493823	249267031	510108702	685513926
"4960"	""	487377822	559720546	734970527	481647314	632535480	249297722	510151318	685530985
"4961"	""	487415448	559767258	734986931	481693060	632577123	249328411	510193928	685548032
"4962"	""	487453062	559813968	735003328	481738796	632618760	249359097	510236531	685565072
"4963"	""	487490674	559860654	735019715	481784528	632660391	249389783	510279104	685582109
"4964"	""	487528268	559907325	735036096	481830248	632702004	249420452	510321672	685599139
"4965"	""	487565857	559953982	735052450	481875967	632743607	249451116	510364226	685616152
"4966"	""	487603445	560000625	735068801	481921639	632785198	249481778	510406770	685633156
"4967"	""	487641008	560047266	735085151	481967295	632826768	249512436	510449296	685650158
"4968"	""	487678533	560093902	735101486	482012941	632868337	249543090	510491818	685667158
"4969"	""	487716047	560140530	735117805	482058560	632909894	249573736	510534323	685684157
"4970"	""	487753556	560187141	735134118	482104163	632951385	249604380	510576820	685701147
"4971"	""	487791064	560233733	735150418	482149765	632992870	249635018	510619314	685718112
"4972"	""	487828563	560280270	735166717	482195351	633034354	249665656	510661764	685735076
"4973"	""	487866062	560326805	735183005	482240929	633075800	249696294	510704205	685752039
"4974"	""	487903557	560373332	735199274	482286500	633117231	249726931	510746643	685768989
"4975"	""	487941028	560419853	735215524	482332059	633158647	249757559	510789080	685785936
"4976"	""	487978490	560466363	735231773	482377576	633200054	249788181	510831517	685802876
"4977"	""	488015946	560512873	735248007	482423080	633241445	249818795	510873950	685819807
"4978"	""	488053391	560559382	735264217	482468579	633282829	249849401	510916374	685836738
"4979"	""	488090831	560605883	735280423	482514077	633324199	249880001	510958796	685853649
"4980"	""	488128269	560652378	735296627	482559573	633365555	249910598	511001198	685870557
"4981"	""	488165703	560698867	735312815	482605067	633406910	249941187	511043590	685887463
"4982"	""	488203129	560745355	735328999	482650557	633448217	249971774	511085967	685904367
"4983"	""	488240546	560791825	735345178	482696011	633489500	250002355	511128330	685921268
"4984"	""	488277954	560838290	735361355	482741462	633530782	250032932	511170688	685938169
"4985"	""	488315350	560884754	735377523	482786903	633572062	250063504	511213045	685955067
"4986"	""	488352744	560931209	735393684	482832340	633613338	250094075	511255401	685971958
"4987"	""	488390138	560977660	735409841	482877774	633654611	250124639	511297746	685988849
"4988"	""	488427524	561024092	735425981	482923185	633695880	250155201	511340069	686005738
"4989"	""	488464910	561070517	735442114	482968559	633737124	250185759	511382381	686022616
"4990"	""	488502288	561116941	735458244	483013928	633778366	250216314	511424693	686039471
"4991"	""	488539655	561163365	735474369	483059287	633819599	250246869	511467003	686056326
"4992"	""	488577020	561209774	735490491	483104642	633860828	250277423	511509308	686073176
"4993"	""	488614375	561256174	735506606	483149993	633902045	250307976	511551608	686090022
"4994"	""	488651712	561302539	735522712	483195334	633943261	250338528	511593899	686106866
"4995"	""	488689048	561348889	735538802	483240668	633984476	250369075	511636188	686123689
"4996"	""	488726372	561395229	735554873	483286000	634025676	250399620	511678464	686140493
"4997"	""	488763690	561441565	735570942	483331302	634066874	250430159	511720722	686157288
"4998"	""	488801004	561487889	735587011	483376593	634108046	250460696	511762977	686174081
"4999"	""	488838306	561534168	735603077	483421883	634149202	250491231	511805228	686190863
"5000"	""	488875592	561580437	735619142	483467157	634190355	250521766	511847472	686207643
"5001"	""	488912875	561626694	735635186	483512426	634231498	250552295	511889711	686224421
"5002"	""	488950144	561672923	735651227	483557690	634272604	250582823	511931947	686241195
"5003"	""	488987410	561719139	735667258	483602949	634313674	250613351	511974154	686257962
"5004"	""	489024671	561765344	735683286	483648204	634354720	250643877	512016351	686274728
"5005"	""	489061930	561811534	735699309	483693454	634395760	250674402	512058541	686291488
"5006"	""	489099166	561857715	735715329	483738701	634436794	250704924	512100726	686308244
"5007"	""	489136396	561903892	735731348	483783931	634477811	250735443	512142908	686324986
"5008"	""	489173601	561950051	735747356	483829151	634518827	250765951	512185087	686341723
"5009"	""	489210782	561996210	735763362	483874370	634559833	250796455	512227259	686358424
"5010"	""	489247963	562042360	735779314	483919588	634600832	250826956	512269425	686375118
"5011"	""	489285142	562088498	735795254	483964796	634641798	250857456	512311591	686391811
"5012"	""	489322319	562134603	735811191	484010003	634682761	250887955	512353736	686408504
"5013"	""	489359495	562180689	735827115	484055208	634723721	250918453	512395821	686425184
"5014"	""	489396663	562226770	735843026	484100396	634764660	250948945	512437884	686441845
"5015"	""	489433817	562272832	735858936	484145582	634805590	250979433	512479936	686458472
"5016"	""	489470966	562318816	735874842	484190743	634846504	251009921	512521987	686475093
"5017"	""	489508111	562364797	735890732	484235904	634887376	251040403	512564028	686491710
"5018"	""	489545242	562410761	735906619	484281057	634928236	251070885	512606064	686508325
"5019"	""	489582351	562456714	735922504	484326201	634969096	251101363	512648098	686524936
"5020"	""	489619459	562502659	735938378	484371342	635009954	251131837	512690132	686541532
"5021"	""	489656565	562548579	735954251	484416470	635050806	251162310	512732158	686558108
"5022"	""	489693649	562594492	735970095	484461596	635091657	251192777	512774180	686574650
"5023"	""	489730726	562640401	735985932	484506720	635132482	251223242	512816200	686591173
"5024"	""	489767803	562686296	736001741	484551841	635173295	251253700	512858203	686607689
"5025"	""	489804868	562732145	736017549	484596957	635214095	251284153	512900203	686624203
"5026"	""	489841929	562777980	736033338	484642056	635254893	251314604	512942197	686640712
"5027"	""	489878986	562823800	736049126	484687152	635295687	251345054	512984190	686657219
"5028"	""	489916040	562869602	736064911	484732234	635336472	251375502	513026181	686673725
"5029"	""	489953081	562915394	736080691	484777307	635377235	251405944	513068169	686690230
